CountryName|City Parent Division|CityName|Variant Names|Coordinate
Argentina|Buenos Aires|La Plata|Berisso, Ensenada|-57.96,-34.92,0
Argentina|Buenos Aires|Mar del Plata|\N|-57.58,-38,0
Argentina|Buenos Aires|Bahía Blanca|Eva Perón|-62.28,-38.72,0
Argentina|Buenos Aires|San Nicolás|San Nicolás de los Arroyos|-60.24,-33.33,0
Argentina|Buenos Aires|Tandil|\N|-59.15,-37.32,0
Argentina|Buenos Aires|Zárate|Uriburu, General José Uriburu|-59.04,-34.09,0
Argentina|Buenos Aires|Olavarría|\N|-60.33,-36.9,0
Argentina|Buenos Aires|Pergamino|\N|-60.57,-33.9,0
Argentina|Buenos Aires|Campana|\N|-58.96,-34.16,0
Argentina|Buenos Aires|Junín|Junin|-60.96,-34.59,0
Argentina|Buenos Aires|Necochea|Quequén|-58.75,-38.56,0
Argentina|Buenos Aires|Luján|\N|-59.11,-34.58,0
Argentina|Buenos Aires|Chivilcoy|\N|-60.04,-34.9,0
Argentina|Buenos Aires|Punta Alta|Est. Almirante Solier|-62.08,-38.88,0
Argentina|Buenos Aires|Mercedes|Villa Mercedes|-59.44,-34.66,0
Argentina|Buenos Aires|Azul|\N|-59.87,-36.78,0
Argentina|Buenos Aires|San Pedro|San Pedro de Jujuy|-59.68,-33.67,0
Argentina|Buenos Aires|Tres Arroyos|\N|-60.27,-38.37,0
Argentina|Buenos Aires|Chacabuco|\N|-60.49,-34.65,0
Argentina|Buenos Aires|Pinamar|\N|-56.83,-37.12,0
Argentina|Buenos Aires|9 de Julio|\N|-60.89,-35.45,0
Argentina|Buenos Aires|Balcarce|\N|-58.25,-37.83,0
Argentina|Chaco|Resistencia|Barranqueras, Fontana, Puerto Vilelas|-58.99,-27.46,0
Argentina|Chaco|Presidencia Roque Sáenz Peña|\N|-60.45,-26.79,0
Argentina|Chaco|Villa Ángela|\N|-60.72,-27.58,0
Argentina|Chaco|Juan José Castelli|\N|-60.62,-25.95,0
Argentina|Chubut|Comodoro Rivadavia|\N|-67.49,-45.86,0
Argentina|Chubut|Trelew|\N|-65.33,-43.25,0
Argentina|Chubut|Puerto Madryn|\N|-65.04,-42.77,0
Argentina|Córdoba|Córdoba|La Calera, Villa Allende, Río Ceballos, Unquillo|-64.19,-31.4,0
Argentina|Córdoba|Río Cuarto|Las Higueras|-64.35,-33.13,0
Argentina|Córdoba|Villa María|Villa Nueva|-63.26,-32.41
Argentina|Córdoba|Villa Carlos Paz|Villa Carlos Paz-San Antonio de Arredondo-Villa Río Icho Cruz, San Antonio de Arredondo, Villa Río Icho Cruz|-64.5,-31.42,0
Argentina|Córdoba|San Francisco|\N|-62.09,-31.43,0
Argentina|Córdoba|Jesús María-Colonia Caroya|Jesús María, Colonia Caroya|-64.08,-31.03,0
Argentina|Córdoba|Alta Gracia|\N|-64.43,-31.66,0
Argentina|Córdoba|Río Tercero|\N|-64.12,-32.18,0
Argentina|Córdoba|Villa Dolores|San Pedro, Villa Sarmiento, Villa de las Rosas|-65.2,-31.93,0
Argentina|Córdoba|Cosquín|Santa María de Punilla, Bialet Massé|-64.48,-31.25,0
Argentina|Corrientes|Corrientes|\N|-58.81,-27.49,0
Argentina|Corrientes|Goya|\N|-59.27,-29.14,0
Argentina|Corrientes|Paso de los Libres|\N|-57.08,-29.72,0
Argentina|Distrito Federal|Buenos Aires|\N|-58.37,-34.61,0
Argentina|Entre Ríos|Paraná|\N|-60.52,-31.74,0
Argentina|Entre Ríos|Concordia|\N|-58.03,-31.39,0
Argentina|Entre Ríos|Gualeguaychú|Pueblo General Belgrano|-58.52,-33.02,0
Argentina|Entre Ríos|Concepción del Uruguay|\N|-58.24,-32.48,0
Argentina|Entre Ríos|Gualeguay|\N|-59.34,-33.15,0
Argentina|Formosa|Formosa|\N|-58.18,-26.18,0
Argentina|Formosa|Clorinda|\N|-57.72,-25.28,0
Argentina|Jujuy|Jujuy|San Salvador de Jujuy, Palpalá|-65.3,-24.19,0
Argentina|Jujuy|San Pedro|San Pedro de Jujuy|-64.87,-24.22,0
Argentina|Jujuy|Perico|\N|-65.1,-24.38,0
Argentina|Jujuy|Libertador General San Martín|Ledesma|-64.79,-23.82,0
Argentina|La Pampa|Santa Rosa|Toay|-64.3,-36.62,0
Argentina|La Pampa|General Pico|\N|-63.77,-35.66,0
Argentina|La Rioja|La Rioja|\N|-66.85,-29.41,0
Argentina|Mendoza|Mendoza|Godoy Cruz, Guaymallén, Las Heras, Luján de Cuyo, Maipú|-68.83,-32.89,0
Argentina|Mendoza|San Rafael|San Rafael de Oreamuno|-68.34,-34.62,0
Argentina|Mendoza|San Martín|San Martín-La Colonia, La Colonia|-68.49,-33.07,0
Argentina|Misiones|Posadas|Garupá|-55.91,-27.4,0
Argentina|Misiones|Oberá|\N|-55.13,-27.48,0
Argentina|Misiones|Eldorado|\N|-54.6,-26.2,0
Argentina|Neuquén|Neuquén|Neuquén-Plottier, Plottier|-68.06,-38.95,0
Argentina|Neuquén|Cutral Có|Cutral-Có, Plaza Huincul|-69.24,-38.94,0
Argentina|Río Negro|Bariloche|San Carlos de Bariloche|-71.32,-41.14,0
Argentina|Río Negro|General Roca|\N|-67.61,-39.02,0
Argentina|Río Negro|Cipolletti|\N|-67.98,-38.93,0
Argentina|Río Negro|Viedma|\N|-63,-40.81,0
Argentina|Salta|Salta|\N|-65.41,-24.79,0
Argentina|Salta|San Ramón de la Nueva Orán|\N|-64.32,-23.14,0
Argentina|Salta|Tartagal|El Tajamar|-63.81,-22.55,0
Argentina|San Juan|San Juan|Santa Lucía, Chimbas, Rawson, Rivadavia, Villa Barbosa, Villa Nacusi|-68.53,-31.54,0
Argentina|San Luis|San Luis|Juana Koslay|-66.35,-33.31,0
Argentina|San Luis|Mercedes|Villa Mercedes|-65.47,-33.69,0
Argentina|Santa Cruz|Río Gallegos|\N|-69.24,-51.62,0
Argentina|Santa Cruz|Caleta Olivia|\N|-67.53,-46.43,0
Argentina|Santa Fé|Rosario|San Lorenzo, Capitán Bermúdez, Fray Luis Beltrán, Funes, Granadero Baigorria, Pérez, Puerto General San Martín, Roldán, Soldini, Villa Gobernador Gálvez|-60.67,-32.94,0
Argentina|Santa Fé|Santa Fé|Santa Fe, Santo Tomé, Recreo, San José del Rincón|-60.69,-31.6,0
Argentina|Santa Fé|Reconquista|Reconquista-Avellaneda, Avellaneda|-59.65,-29.14,0
Argentina|Santa Fé|Rafaela|\N|-61.5,-31.25,0
Argentina|Santa Fé|Venado Tuerto|\N|-61.97,-33.75,0
Argentina|Santa Fé|Villa Constitución|\N|-60.35,-33.23,0
Argentina|Santa Fé|Esperanza|\N|-60.93,-31.45,0
Argentina|Santiago del Estero|Santiago del Estero|Santiago del Estero La Banda, Santiago del Estero-La Banda, La Banda|-64.28,-27.8,0
Argentina|Tierra del Fuego|Río Grande|Rio Grande do Sul|-67.7,-53.78,0
Argentina|Tierra del Fuego|Ushuaia|\N|-68.31,-54.79,0
Argentina|Tucumán|Tucumán|San Miguel de Tucumán, Alderetes, Banda del Río Salí, El Colmenar, Marcos Paz, Villa Mariano Moreno, Yerba Buena|-65.22,-26.83,0
Argentina|Tucumán|Concepción|San Roque|-65.58,-27.33,0
Argentina|Tucumán|Tafí Viejo|\N|-65.27,-26.73,0
Belize|Belize|Belize|Belize City, Belice|-88.19,17.5,0
Belize|Belize|San Pedro|San Pedro de Jujuy|-87.96,17.92,0
Belize|Cayo|San Ignacio|Santa Elena, Cayo|-89.06,17.16,0
Belize|Cayo|Belmopan|\N|-88.79,17.25,0
Belize|Cayo|Benque Viejo|Benque Viejo del Carmen|-89.12,17.09,0
Belize|Corozal|Corozal|\N|-88.39,18.4,0
Belize|Orange Walk|Orange Walk|\N|-88.56,18.09,0
Belize|Stann Creek|Dangriga|Stann Creek|-88.22,16.97,0
Belize|Toledo|Punta Gorda|\N|-88.81,16.1,0
Bolivia|Beni|Trinidad|\N|-64.91,-14.84,0
Bolivia|Beni|Riberalta|\N|-66.1,-11,0
Bolivia|Beni|Guayaramerín|Puerto Guayaramerín|-65.41,-10.83,0
Bolivia|Beni|San Borja|\N|-66.85,-14.82,0
Bolivia|Beni|San Ignacio|Santa Elena, Cayo|-65.6,-14.88,0
Bolivia|Beni|Santa Ana de Yacuma|\N|-65.43,-13.75,0
Bolivia|Beni|Rurrenabaque|Puerto Rurrenabaque|-67.56,-14.46,0
Bolivia|Beni|Reyes|\N|-67.37,-14.31,0
Bolivia|Beni|San Ramón|San Ramón de la Unión|-64.71,-13.29,0
Bolivia|Beni|Santa Rosa de Yacuma|\N|-66.88,-14.17,0
Bolivia|Beni|Magdalena|\N|-64.13,-13.35,0
Bolivia|Beni|Baures|\N|-63.58,-13.58,0
Bolivia|Beni|Huacaraje|\N|-63.75,-13.55,0
Bolivia|Beni|Santa Ana|Santa Ana del Yacuma|-65.58,-13.76,0
Bolivia|Chuquisaca|Sucre|Sukri|-65.26,-19.06,0
Bolivia|Chuquisaca|Monteagudo|\N|-63.99,-19.82,0
Bolivia|Chuquisaca|Camargo|\N|-65.21,-20.64,0
Bolivia|Chuquisaca|Serrano|\N|-64.37,-19.1,0
Bolivia|Chuquisaca|Villa Serano|\N|-64.32,-19.12,0
Bolivia|Chuquisaca|Padilla|\N|-64.31,-19.3,0
Bolivia|Chuquisaca|Muyupampa|\N|-63.75,-19.88,0
Bolivia|Chuquisaca|Culpina|\N|-64.97,-20.83,0
Bolivia|Chuquisaca|Tarabuco|\N|-64.92,-19.18,0
Bolivia|Chuquisaca|Zudáñez|\N|-64.7,-19.12,0
Bolivia|Cochabamba|Cochabamba|Oropeza, Kuchawampa|-66.17,-17.38,0
Bolivia|Cochabamba|Sacaba|\N|-66.03,-17.38,0
Bolivia|Cochabamba|Quillacollo|\N|-66.28,-17.4,0
Bolivia|Cochabamba|Colcapirhua|\N|-66.25,-17.42,0
Bolivia|Cochabamba|Tiquipaya|\N|-66.23,-17.35,0
Bolivia|Cochabamba|Punata|\N|-65.84,-17.55,0
Bolivia|Cochabamba|Aiquile|\N|-65.18,-18.19,0
Bolivia|Cochabamba|Cliza|\N|-65.93,-17.59,0
Bolivia|Cochabamba|Chimoré|\N|-65.13,-16.98,0
Bolivia|Cochabamba|Capinota|\N|-66.26,-17.72,0
Bolivia|Cochabamba|Sipe Sipe|\N|-66.36,-17.44,0
Bolivia|Cochabamba|El Paso|\N|-66.28,-17.37,0
Bolivia|Cochabamba|Arani|\N|-65.77,-17.58,0
Bolivia|Cochabamba|Tarata|\N|-66.03,-17.62,0
Bolivia|Cochabamba|Colomi|\N|-65.87,-17.34,0
Bolivia|Cochabamba|Mizque|\N|-65.34,-17.92,0
Bolivia|Cochabamba|Irpa Irpa|\N|-66.28,-17.7,0
Bolivia|Cochabamba|Tolata|\N|-65.97,-17.52,0
Bolivia|Cochabamba|San Benito|\N|-65.92,-17.52,0
Bolivia|Cochabamba|Independencia|\N|-66.82,-17.07,0
Bolivia|Cochabamba|Parotani|\N|-66.35,-17.57,0
Bolivia|La Paz|El Alto|\N|-68.17,-16.5,0
Bolivia|La Paz|La Paz|Chukiyawu|-68.15,-16.5,0
Bolivia|La Paz|Viacha|\N|-68.3,-16.65,0
Bolivia|La Paz|Caranavi|\N|-67.62,-15.76,0
Bolivia|La Paz|Achocalla|\N|-68.17,-16.58,0
Bolivia|La Paz|Patacamaya|\N|-67.92,-17.24,0
Bolivia|La Paz|Achacachi|\N|-68.69,-16.05,0
Bolivia|La Paz|Copacabana|\N|-69.08,-16.17,0
Bolivia|La Paz|Sica Sica|\N|-67.73,-17.33,0
Bolivia|La Paz|Guanay|\N|-67.85,-15.45,0
Bolivia|La Paz|Colquiri|Camp Minero Colquiri|-67.13,-17.39,0
Bolivia|La Paz|Lahuachaca|\N|-67.66,-17.35,0
Bolivia|La Paz|Chulumani|\N|-67.52,-16.41,0
Bolivia|La Paz|Colquencha|\N|-68.25,-16.93,0
Bolivia|La Paz|San Buena Ventura|\N|-67.58,-14.47,0
Bolivia|La Paz|Desaguadero|\N|-69.03,-16.57,0
Bolivia|La Paz|Coroico|\N|-67.72,-16.19,0
Bolivia|La Paz|Mapiri|\N|-68.16,-15.26,0
Bolivia|La Paz|Tipuani|\N|-68,-15.36,0
Bolivia|La Paz|Apolo|\N|-68.42,-14.72,0
Bolivia|Oruro|Oruro|Ururu|-67.12,-17.98,0
Bolivia|Oruro|Huanuni|\N|-66.84,-18.29,0
Bolivia|Oruro|Challapata|\N|-66.78,-18.9,0
Bolivia|Oruro|Caracollo|\N|-67.22,-17.64,0
Bolivia|Oruro|Santiago de Huari|\N|-66.81,-19,0
Bolivia|Pando|Cobija|\N|-68.77,-11.02,0
Bolivia|Potosí|Potosí|Putusi|-65.75,-19.57,0
Bolivia|Potosí|Villazón|\N|-65.6,-22.08,0
Bolivia|Potosí|Tupiza|\N|-65.72,-21.44,0
Bolivia|Potosí|Llallagua|\N|-66.64,-18.42,0
Bolivia|Potosí|Uyuni|\N|-66.83,-20.46,0
Bolivia|Potosí|Betanzos|\N|-65.45,-19.56,0
Bolivia|Potosí|Uncía|\N|-66.57,-18.47,0
Bolivia|Santa Cruz|Santa Cruz|Santa Cruz de la Sierra|-63.21,-17.77,0
Bolivia|Santa Cruz|Montero|\N|-63.26,-17.35,0
Bolivia|Santa Cruz|El Carmen|El Carmen de Atrato|-63.22,-17.82,0
Bolivia|Santa Cruz|Camiri|\N|-63.52,-20.05,0
Bolivia|Santa Cruz|San Ignacio|Santa Elena, Cayo|-60.96,-16.37,0
Bolivia|Santa Cruz|Warnes|\N|-63.18,-17.52,0
Bolivia|Santa Cruz|Cotoca|\N|-63.05,-17.82,0
Bolivia|Santa Cruz|Yapacaní|Villa Germán Bush|-63.87,-17.39,0
Bolivia|Santa Cruz|El Torno|\N|-63.38,-17.98,0
Bolivia|Santa Cruz|Ascensión|Ascensión de Guarayos|-63.08,-15.7,0
Bolivia|Santa Cruz|Mineros|\N|-63.24,-17.12,0
Bolivia|Santa Cruz|Pailón|\N|-62.75,-17.64,0
Bolivia|Santa Cruz|La Guardia|\N|-63.38,-17.88,0
Bolivia|Santa Cruz|Portachuelo|\N|-63.4,-17.36,0
Bolivia|Santa Cruz|Puerto Suárez|\N|-57.85,-18.95,0
Bolivia|Santa Cruz|San Juan|Santa Lucía, Chimbas, Rawson, Rivadavia, Villa Barbosa, Villa Nacusi|-63.7,-17.49,0
Bolivia|Santa Cruz|Puerto Quijarro|\N|-57.77,-17.78,0
Bolivia|Santa Cruz|San Javier|San Javier de Loncomilla|-62.5,-16.29,0
Bolivia|Santa Cruz|San José|San José de Chiquitos|-60.78,-17.85,0
Bolivia|Santa Cruz|San Ramón|San Ramón de la Unión|-63.16,-14.49,0
Bolivia|Santa Cruz|Roboré|\N|-59.76,-18.33,0
Bolivia|Santa Cruz|Concepción|San Roque|-60.9,-16.43,0
Bolivia|Santa Cruz|San Julián|\N|-62.88,-17.79,0
Bolivia|Santa Cruz|Valle Grande|Vallegrande|-64.11,-18.49,0
Bolivia|Santa Cruz|Santa Fe|Santa Fe, Santo Tomé, Recreo, San José del Rincón|-63.86,-17.39,0
Bolivia|Santa Cruz|San Matías|\N|-58.42,-16.36,0
Bolivia|Santa Cruz|Okinawa|Okinawa Uno, Okinawa Número Uno|-62.83,-17.23,0
Bolivia|Santa Cruz|La Bélgica|\N|-63.21,-17.55,0
Bolivia|Santa Cruz|Comarapa|\N|-64.48,-17.9,0
Bolivia|Santa Cruz|San Miguel|San Miguel de Velasco|-60.97,-16.69,0
Bolivia|Santa Cruz|Santa Rosa|Toay|-61.83,-16.85,0
Bolivia|Santa Cruz|Buena Vista|\N|-63.66,-17.45,0
Bolivia|Santa Cruz|Mairana|\N|-63.96,-18.13,0
Bolivia|Santa Cruz|San Carlos|San Carlos Centro, San Carlos Sud|-63.73,-17.4,0
Bolivia|Santa Cruz|Agustín Saavedra|General Saavedra|-63.21,-17.23,0
Bolivia|Santa Cruz|Jorochito|\N|-63.43,-18.06,0
Bolivia|Santa Cruz|Urubichá|\N|-62.95,-15.39,0
Bolivia|Santa Cruz|Los Negros|\N|-63.43,-17.73,0
Bolivia|Santa Cruz|Saipina|\N|-64.58,-18.09,0
Bolivia|Santa Cruz|Samaipata|\N|-63.77,-18.18,0
Bolivia|Santa Cruz|Puerto Pailas|\N|-62.81,-17.65,0
Bolivia|Santa Cruz|Charagua|\N|-63.22,-19.8,0
Bolivia|Santa Cruz|Abapó|\N|-63.46,-18.83,0
Bolivia|Santa Cruz|Boyuibe|\N|-63.28,-20.4,0
Bolivia|Santa Cruz|Limoncito|\N|-63.4,-18.03,0
Bolivia|Santa Cruz|El Puente|\N|-62.97,-16.27,0
Bolivia|Santa Cruz|Santa Rita|\N|-63.36,-17.98,0
Bolivia|Santa Cruz|San Pedro|San Pedro de Jujuy|-59.82,-18.29,0
Bolivia|Santa Cruz|El Carmen|El Carmen de Atrato|-62.92,-16.32,0
Bolivia|Santa Cruz|San Rafael|San Rafael de Oreamuno|-60.68,-16.78,0
Bolivia|Santa Cruz|Yaguarú|\N|-63.58,-15.32,0
Bolivia|Tarija|Tarija|San Bernardo de Tarija|-64.74,-21.53,0
Bolivia|Tarija|Yacuiba|\N|-63.7,-22.03,0
Bolivia|Tarija|Bermejo|\N|-64.35,-22.73,0
Bolivia|Tarija|Villamontes|Villa Montes|-63.5,-21.25,0
Bolivia|Tarija|Entre Ríos|\N|-64.19,-21.53,0
Bolivia|Tarija|San Lorenzo|\N|-64.77,-21.48,0
Bolivia|Tarija|San Isidro|San Isidro de El General|-64.63,-21.63,0
Brazil|Acre|Rio Branco|\N|-67.82,-9.98,0
Brazil|Acre|Cruzeiro do Sul|\N|-72.67,-7.63,0
Brazil|Acre|Sena Madureira|\N|-68.67,-9.07,0
Brazil|Alagoas|Maceió|\N|-35.75,-9.65,0
Brazil|Alagoas|Arapiraca|\N|-36.67,-9.75,0
Brazil|Alagoas|Rio Largo|\N|-35.84,-9.48,0
Brazil|Alagoas|São Miguel dos Campos|\N|-36.09,-9.78,0
Brazil|Alagoas|Palmeira dos Índios|\N|-36.64,-9.93,0
Brazil|Alagoas|Coruripe|\N|-36.18,-10.12,0
Brazil|Alagoas|União dos Palmares|\N|-36.03,-9.16,0
Brazil|Alagoas|Marechal Deodoro|\N|-35.9,-9.72,0
Brazil|Alagoas|Penedo|\N|-36.58,-10.27,0
Brazil|Alagoas|Teotônio Vilela|\N|-36.37,-9.9,0
Brazil|Alagoas|Delmiro Gouveia|\N|-37.99,-9.38,0
Brazil|Alagoas|Pilar|\N|-35.95,-9.59,0
Brazil|Alagoas|Santana do Ipanema|\N|-37.24,-9.36,0
Brazil|Alagoas|Campo Alegre|\N|-36.36,-9.78,0
Brazil|Alagoas|Atalaia|\N|-36.04,-9.52,0
Brazil|Alagoas|Murici|\N|-35.94,-9.3,0
Brazil|Alagoas|Matriz de Camaragibe|\N|-35.52,-9.15,0
Brazil|Amapá|Macapá|\N|-51.05,0.04,0
Brazil|Amapá|Santana|Porto Santana|-51.18,-0.04,0
Brazil|Amapá|Laranjal do Jari|\N|-52.48,-0.85,0
Brazil|Amazonas|Manaus|Manáos|-60.02,-3.12,0
Brazil|Amazonas|Parintins|\N|-56.74,-2.61,0
Brazil|Amazonas|Manacapuru|\N|-60.62,-3.29,0
Brazil|Amazonas|Itacoatiara|Itaquatiara|-58.44,-3.14,0
Brazil|Amazonas|Coari|\N|-63.13,-4.08,0
Brazil|Amazonas|Tefé|\N|-64.7,-3.36,0
Brazil|Amazonas|Tabatinga|\N|-69.93,-4.25,0
Brazil|Amazonas|Iranduba|\N|-60.09,-3.25,0
Brazil|Amazonas|Humaitá|\N|-63.03,-7.51,0
Brazil|Amazonas|Maués|\N|-57.72,-3.39,0
Brazil|Amazonas|Lábrea|\N|-64.81,-7.26,0
Brazil|Amazonas|Eirunepé|\N|-69.87,-6.67,0
Brazil|Bahia|Salvador|São Salvador, Bahia, Salvador de Bahia, Salvador da Bahia|-38.5,-12.97,0
Brazil|Bahia|Feira de Santana|Feira|-38.97,-12.25,0
Brazil|Bahia|Vitória da Conquista|\N|-40.84,-14.85,0
Brazil|Bahia|Camaçari|\N|-38.33,-12.7,0
Brazil|Bahia|Itabuna|\N|-39.28,-14.79,0
Brazil|Bahia|Lauro de Freitas|\N|-38.35,-12.91,0
Brazil|Bahia|Juazeiro|Joazeiro|-40.5,-9.42,0
Brazil|Bahia|Ilhéus|\N|-39.05,-14.78,0
Brazil|Bahia|Jequié|\N|-40.08,-13.85,0
Brazil|Bahia|Teixeira de Freitas|\N|-39.71,-17.53,0
Brazil|Bahia|Barreiras|\N|-45,-12.14,0
Brazil|Bahia|Alagoinhas|\N|-38.43,-12.14,0
Brazil|Bahia|Simões Filho|\N|-38.4,-12.82,0
Brazil|Bahia|Porto Seguro|\N|-39.08,-16.43,0
Brazil|Bahia|Eunápolis|\N|-39.58,-16.36,0
Brazil|Bahia|Paulo Afonso|\N|-38.27,-9.33,0
Brazil|Bahia|Santo Antônio de Jesus|\N|-39.27,-12.97,0
Brazil|Bahia|Candeias|\N|-38.51,-12.71,0
Brazil|Bahia|Itapetinga|\N|-40.25,-15.25,0
Brazil|Bahia|Dias d'Ávila|\N|-38.3,-12.61,0
Brazil|Bahia|Valença|\N|-39.08,-13.36,0
Brazil|Bahia|Guanambi|\N|-42.79,-14.23,0
Brazil|Bahia|Irecê|\N|-41.87,-11.3,0
Brazil|Bahia|Senhor do Bonfim|\N|-40.19,-10.45,0
Brazil|Bahia|Jacobina|\N|-40.52,-11.18,0
Brazil|Bahia|Cruz das Almas|\N|-39.11,-12.67,0
Brazil|Bahia|Itamaraju|\N|-39.53,-17.04,0
Brazil|Bahia|Itaberaba|\N|-40.3,-12.52,0
Brazil|Bahia|Serrinha|\N|-39.01,-11.65,0
Brazil|Bahia|Brumado|\N|-41.67,-14.21,0
Brazil|Bahia|Santo Amaro|\N|-38.72,-12.55,0
Brazil|Bahia|Bom Jesus da Lapa|\N|-43.44,-13.25,0
Brazil|Bahia|Catu|\N|-38.38,-12.35,0
Brazil|Bahia|Ipiaú|\N|-39.73,-14.13,0
Brazil|Bahia|Casa Nova|\N|-41.17,-9.38,0
Brazil|Bahia|Jaguaquara|\N|-39.97,-13.53,0
Brazil|Bahia|Conceição do Coité|\N|-39.27,-11.56,0
Brazil|Bahia|Nova Viçosa|\N|-39.37,-17.88,0
Brazil|Bahia|Vera Cruz|\N|-41.03,-12.63,0
Brazil|Bahia|Poções|\N|-40.37,-14.52,0
Brazil|Bahia|São Sebastião do Passé|\N|-38.49,-12.52,0
Brazil|Bahia|Xique-Xique|\N|-42.73,-10.82,0
Brazil|Bahia|Mata de São João|\N|-38.3,-12.54,0
Brazil|Bahia|Ribeira do Pombal|\N|-38.53,-10.83,0
Brazil|Bahia|Ipirá|\N|-39.74,-12.15,0
Brazil|Bahia|Mucuri|\N|-39.57,-18.08,0
Brazil|Bahia|Pojuca|\N|-38.33,-12.43,0
Brazil|Bahia|Santo Estêvão|\N|-39.24,-12.44,0
Brazil|Bahia|Caetité|\N|-42.5,-14.07,0
Brazil|Bahia|São Francisco do Conde|\N|-38.67,-12.62,0
Brazil|Bahia|Euclides da Cunha|\N|-39.02,-10.51,0
Brazil|Bahia|Canavieiras|\N|-38.96,-15.64,0
Brazil|Bahia|Maragogipe|\N|-38.94,-12.78,0
Brazil|Bahia|Amargosa|\N|-39.59,-13.02,0
Brazil|Bahia|Campo Formoso|\N|-40.32,-10.5,0
Brazil|Bahia|Camacan|\N|-39.5,-15.42,0
Brazil|Bahia|Gandu|\N|-39.49,-13.75,0
Brazil|Bahia|Conceição do Jacuípe|\N|-38.76,-12.32,0
Brazil|Bahia|Entre Rios|\N|-38.09,-11.94,0
Brazil|Bahia|Rio Real|\N|-37.94,-11.47,0
Brazil|Bahia|Santa Maria da Vitória|\N|-44.21,-13.39,0
Brazil|Bahia|Remanso|\N|-42.11,-9.6,0
Brazil|Bahia|Barra do Choça|\N|-40.58,-14.86,0
Brazil|Bahia|Tucano|\N|-38.79,-10.97,0
Brazil|Bahia|Barra|\N|-43.15,-11.09,0
Brazil|Bahia|Nazaré|\N|-39.01,-13.02,0
Brazil|Bahia|Sento Sé|\N|-41.3,-9.72,0
Brazil|Ceará|Fortaleza|Ceará, Jurema, Antônio Bezerra|-38.59,-3.78,0
Brazil|Ceará|Caucaia|\N|-38.67,-3.74,0
Brazil|Ceará|Juazeiro do Norte|\N|-39.32,-7.21,0
Brazil|Ceará|Maracanaú|\N|-38.64,-3.89,0
Brazil|Ceará|Sobral|\N|-40.35,-3.69,0
Brazil|Ceará|Crato|\N|-39.42,-7.23,0
Brazil|Ceará|Maranguape|\N|-38.71,-3.96,0
Brazil|Ceará|Iguatu|\N|-39.3,-6.36,0
Brazil|Ceará|Itapipoca|\N|-39.58,-3.5,0
Brazil|Ceará|Aquiraz|\N|-38.37,-3.9,0
Brazil|Ceará|Pacatuba|\N|-38.62,-3.97,0
Brazil|Ceará|Quixadá|\N|-39.02,-4.97,0
Brazil|Ceará|Cascavel|\N|-38.25,-4.13,0
Brazil|Ceará|Horizonte|\N|-38.49,-4.1,0
Brazil|Ceará|Pacajus|\N|-38.47,-4.16,0
Brazil|Ceará|Crateús|\N|-40.67,-5.18,0
Brazil|Ceará|Eusébio|\N|-38.45,-3.9,0
Brazil|Ceará|Canindé|\N|-39.31,-4.35,0
Brazil|Ceará|Tianguá|\N|-41,-3.73,0
Brazil|Ceará|Russas|\N|-37.98,-4.94,0
Brazil|Ceará|Quixeramobim|\N|-39.3,-5.19,0
Brazil|Ceará|Camocim|\N|-40.85,-2.9,0
Brazil|Ceará|Aracati|\N|-37.77,-4.56,0
Brazil|Ceará|Barbalha|\N|-39.28,-7.32,0
Brazil|Ceará|Itaitinga|\N|-38.53,-3.97,0
Brazil|Ceará|Morada Nova|\N|-38.38,-5.1,0
Brazil|Ceará|Itapagé|Itapajé|-39.59,-3.69,0
Brazil|Ceará|Tauá|\N|-40.31,-6,0
Brazil|Ceará|Limoeiro do Norte|\N|-38.1,-5.15,0
Brazil|Ceará|Icó|\N|-38.85,-6.4,0
Brazil|Ceará|São Gonçalo do Amarante|\N|-38.97,-3.6,0
Brazil|Ceará|Brejo Santo|\N|-38.99,-7.5,0
Brazil|Ceará|Acaraú|\N|-40.12,-2.89,0
Brazil|Ceará|Boa Viagem|\N|-39.74,-5.12,0
Brazil|Ceará|Granja|\N|-40.84,-3.12,0
Brazil|Ceará|Ipu|\N|-40.72,-4.32,0
Brazil|Ceará|Pedra Branca|\N|-39.72,-5.45,0
Brazil|Ceará|Acopiara|\N|-39.46,-6.1,0
Brazil|Ceará|São Benedito|\N|-40.76,-4.05,0
Brazil|Ceará|Baturité|\N|-38.88,-4.33,0
Brazil|Ceará|Massapê|\N|-40.35,-3.53,0
Brazil|Ceará|Várzea Alegre|\N|-40.39,-5.35,0
Brazil|Ceará|Mauriti|\N|-38.71,-7.33,0
Brazil|Ceará|Jaguaribe|\N|-38.62,-5.89,0
Brazil|Ceará|Nova Russas|\N|-40.57,-4.7,0
Brazil|Ceará|Santa Quitéria|\N|-40.17,-4.32,0
Brazil|Ceará|Beberibe|\N|-38.13,-4.18,0
Brazil|Distrito Federal|Brasília|\N|-47.91,-15.78,0
Brazil|Espírito Santo|Serra|\N|-40.32,-20.13,0
Brazil|Espírito Santo|Vila Velha|\N|-40.28,-20.32,0
Brazil|Espírito Santo|Cariacica|\N|-40.37,-20.23,0
Brazil|Espírito Santo|Vitória|\N|-40.31,-20.31,0
Brazil|Espírito Santo|Cachoeiro de Itapemirim|\N|-41.13,-20.85,0
Brazil|Espírito Santo|Linhares|\N|-40.05,-19.39,0
Brazil|Espírito Santo|Guarapari|\N|-40.5,-20.66,0
